compagnia,aeroporto_partenza,numero_voli,ritardo_min_arrivo,ritardo_max_arrivo,ritardo_medio_arrivo,tasso_cancellazione,mesi_operativi
AS,MSO,1,-14.0,-14.0,-14.0,0.0,7
AS,CHS,1,,,,1.0,1
AS,DAL,1,37.0,37.0,37.0,0.0,3
AS,CMH,1,-19.0,-19.0,-19.0,0.0,12
AS,STS,1,,,,1.0,3
B6,BOS,400,-66.0,290.0,9.26,0.01,1|2|3|4|5|6|7|8|9|10|11|12
B6,JFK,332,-62.0,431.0,14.65,0.0181,1|2|3|4|5|6|7|8|9|10|11|12
B6,FLL,198,-48.0,365.0,12.78,0.0202,1|2|3|4|5|6|7|8|9|10|11|12
B6,MCO,179,-38.0,346.0,11.72,0.0391,1|2|3|4|5|6|7|8|9|10|11|12
B6,LAX,102,-46.0,196.0,0.14,0.0,1|2|3|4|5|6|7|8|9|10|11|12
B6,LGA,95,-38.0,478.0,11.75,0.0211,1|2|3|4|5|6|7|8|9|10|11|12
B6,SJU,93,-40.0,864.0,22.46,0.0215,1|2|3|4|5|6|7|8|9|10|11|12
