compagnia,aeroporto_partenza,numero_voli,ritardo_min_arrivo,ritardo_max_arrivo,ritardo_medio_arrivo,tasso_cancellazione,mesi_operativi
AA,DRO,9,-16.0,137.0,36.56,0.0,6|7|8
AA,SBN,2,-37.0,7.0,-15.0,0.0,11
AS,SEA,77926,-70.0,540.0,6.1,0.0154,1|2|3|4|5|6|7|8|9|10|11|12
AS,PDX,16933,-60.0,450.0,3.61,0.0209,1|2|3|4|5|6|7|8|9|10|11|12
AS,ANC,14242,-65.0,499.0,0.99,0.0164,1|2|3|4|5|6|7|8|9|10|11|12
AS,SFO,11466,-65.0,850.0,6.8,0.0259,1|2|3|4|5|6|7|8|9|10|11|12
AS,SAN,10256,-58.0,899.0,7.43,0.027,1|2|3|4|5|6|7|8|9|10|11|12
AS,LAX,9259,-64.0,558.0,1.48,0.0188,1|2|3|4|5|6|7|8|9|10|11|12
AS,LAS,5430,-61.0,603.0,8.96,0.0221,1|2|3|4|5|6|7|8|9|10|11|12
AS,PHX,5009,-56.0,513.0,3.86,0.0194,1|2|3|4|5|6|7|8|9|10|11|12
AS,JNU,4573,-46.0,780.0,0.6,0.0188,1|2|3|4|5|6|7|8|9|10|11|12
AS,HNL,4369,-65.0,678.0,4.28,0.0266,1|2|3|4|5|6|7|8|9|10|11|12
AS,SNA,4111,-43.0,682.0,0.29,0.0122,1|2|3|4|5|6|7|8|9|10|11|12
AS,JFK,3783,-82.0,796.0,-0.22,0.0301,1|2|3|4|5|6|7|8|9|10|11|12
AS,EWR,3263,-70.0,511.0,5.81,0.0291,1|2|3|4|5|6|7|8|9|10|11|12
AS,ORD,3155,-57.0,917.0,8.33,0.0146,1|2|3|4|5|6|7|8|9|10|11|12
AS,SJC,2847,-54.0,658.0,-1.49,0.0228,1|2|3|4|5|6|7|8|9|10|11|12
AS,AUS,2828,-50.0,613.0,8.32,0.0258,1|2|3|4|5|6|7|8|9|10|11|12
AS,MCO,2635,-61.0,439.0,13.28,0.0387,1|2|3|4|5|6|7|8|9|10|11|12
AS,FAI,2611,-53.0,452.0,-1.01,0.0111,1|2|3|4|5|6|7|8|9|10|11|12
AS,BOS,2583,-72.0,735.0,4.28,0.0163,1|2|3|4|5|6|7|8|9|10|11|12
